ID,reviewer,content,date_time,rate
5828,Hà Nguyễn,quá tệ.đăng kí từ tối qua tới giờ mà có cái quay video không mà không nhận cứ ghi lỗi thu âm.xác định khuôn mặt được rồi ngân hàg biết giọng nói à mà suốt ngày lỗi,25-09-21 6:41,1
5829,Tèo Nguyễn,Rất tiện lợi,23-02-21 21:38,5
5830,Cô Thảo Thảo,Đk mãi ko đc. 😅 App chán,09-04-21 12:42,1
5831,Quỳnh Doãn,Ko đăng ký đc Diago ôtô khi xóa đi tải lại,27-07-21 13:55,1
5832,chanh van,Cập nhật gì từ 12h đêm đến 7h sáng vây ..làm ăn chậm trê vậy,31-10-21 7:15,1
5833,HOÀNG TIẾN LUYỆN,Hơi kén,16-11-21 15:04,4
5834,thang hoangnguyen,Ứng dụng chậm quá lại nặng nữa thi thoảng đơ đơ.,04-03-21 21:41,1
5835,NN H,Không mở được tài khoản online,14-11-21 21:45,1
5836,Hoàng Đức tv,Uy tín,01-04-21 21:05,5
5837,Ha Thuy,Tôtt,25-07-21 22:38,5
5838,lương tuan hợi,Rất tốt và tiện lợi,09-08-21 0:29,5
5839,Dũng Nguyễn,CHUYỂN TIỀN THI 15P MỚI QUA. CÒN BỊ LỖI ĐĂNG NHẬP HOÀI,16-11-21 11:49,1
5840,Chien Nguyen,OK,26-10-21 18:23,5
5841,CÔNG TY TNHH MTV THIÊN PHÚ AN HÀ NỘI,"App của tôi mở ra quay quậy cả ngày không đăng nhập được, gọi nhờ nhân viên hỗ trời lần chưa được, dịch Covid không cho đi lại, tôi phải làm sao đây, 2 ngày quay quậy rồi, nhân viên bảo độ hệ thống nâng câp, chaengr lẽ nâng cấp mà lại làm kết quả không tốt bằng cũ sao ? Ngày 03/8/2021",03-08-21 10:00,1
5842,Bùi Đức Trí,Sao ứng dụng vào mà vào hoài không được,11-11-21 18:26,5
5843,quang tran,Chụp rõ mà báo lỗi ko đăng ký được tồi,31-10-21 12:31,1
5844,Nhà vườn Ông Đàm,"Phần mềm toàn đơ, lỗi, deo hieu uy tin dau ra",27-06-21 15:46,1
5845,Quân Nguyễn sỹ,Lỗi nv chán eo buồn dùng nữa,02-09-21 11:14,1
5846,Phương Phạm,"Liên tục bị lỗi app, ko hiển thị thông báo biến động số dư",28-09-21 18:58,1
5847,Cao văn Chiến,Chất lượng vào kém quá. Kho đang nhập thế. Nhà phát triển nâng thêm đi hơi kém so với thoi dai cong nghệ so,07-09-21 19:27,3
5848,Linh chi,Nhập mật khẩu để đăng nhập cứ bị lỗi mặc dù đã nhập đúng,09-08-21 14:12,3
5849,Mai vàng cúc bi các loại,Chuẩn,05-06-21 19:01,2
5850,Dương Trương,Ok,17-07-21 10:02,5
5851,Xuân huong Dang,Thực hiện không thành công. Chuyển tiền không được. Bức xúc...,04-11-21 12:57,1
5852,Lương Tuấn Anh,App đc 5 sao,16-11-21 10:37,5
5853,Vantu Nguyen,OK..,19-08-21 1:54,5
5854,HSH Lee,Mục quên mật khẩu bị lỗi khi chụp ảnh giấy tờ tùy thân,06-03-21 17:24,3
5855,Tô Ngọc Toàn,"Tự trừ tiền, trừ đến mức âm rồi vẫn cố trừ thành nợ xấu cho bằng được",08-10-21 6:39,1
5856,Nguyên Văn,Tốt,28-10-21 17:44,4
5857,Nhinh1998 Lothi,Rất tốt,02-08-21 12:31,5
5858,Hoài Tăng,Tot,08-09-21 0:48,5
5859,Thái Hoàng,"Ngân hàng choá, tao không có ngày sinh, nó nói không hợp lệ, Công an nó ghi nhận sao m k ghi nhận ..",13-08-21 11:46,1
5860,Bình Nguyễn,Chuyển tiền k đc k gửi mã OTP về để đk đc mà phải ra dịch vụ mới hôm qua bình thường giờ NV mong xem xét lại chứ như vậy sao mà đc,14-02-21 18:45,1
5861,Hoàn Trần Đức,Tốt,20-06-21 0:29,5
5862,Chin Nguyễn,Ok mọi người,09-08-21 12:15,5
5863,Lê Hữu Minh,"Phần camera của app khá tệ , tôi đã cố gắng đăng khí d-opt k dưới 15 lần nhưng không thể đăng kí được",29-11-21 0:31,1
5864,Kênh Tổng hợp Bảo Chí Tôn,App cần sửa lại cách kyc rất rắc rối không nên nhận dang. Dong. Nói nó làm nóng máy và chậm đt và nên đơn giản hóa và hiệu quả hơn sẽ nhiều người tham gia hơn,18-07-21 1:49,2
5865,hoang nguyen huy,"Phần mềm khó xem lịch sử chuyển tiền, không như vcb hay vpb. Không có tính năng chuyển khoản trực tiếp đến tài khoản chứng khoán mbs mà phải qua tài khoản của cty mbs",08-10-21 11:07,2
5866,Quang Vũ Đặng,Tốt,21-04-21 2:26,5
5867,Truyền Hồ Thanh,Đăng nhập chuyển sang điện thoại đầy đủ thông tin mà không xác nhận được báo lỗi chán thiệt,23-10-21 22:59,1
5868,truong vo,Ok,19-10-21 21:45,5
5869,Xuyen Quach,Tin tưởng,02-09-21 17:00,5
5870,Lan Anh Đặng,"Đề nghị ngân hàng thường xuyên bảo trì app, app hay bị lỗi quá ạ",20-04-21 10:53,2
5871,THẮNG SÙNG A,"Không có hài lòng với những tính năng của app này vì: + App không tự động cập nhật/làm mới mã OTP mới khi reset điện thoại. Chẳng lẽ mỗi lần reset máy xong lại chạy máy trăm cây số để ngân hàng chỉ để lấy mã OTP thôi sao. + App không tự động xóa thiết bị cũ mỗi khi reset app/điện thoại. Tôi chỉ sử dụng 1 điện thoại mà giờ trong App MB BANK lại hiện 2 tên điện thoại, chẳng lẽ nhà phát triển app muốn người dùng ngày nào reset app/điện thoại thì lại phát sinh ra một tên điện thoại mới trong App à.",18-06-21 11:53,1
5872,Tri Nguyen,Ung dung tuyet zoi,26-09-21 18:43,5
5873,anhtuan dodinh,App chạy chậm vc,18-07-21 12:20,1
5874,hoàn Hồ,App cái gì mà cả tuần ko vào được vậy ah tạo ra app mà ko vào được thì tạo ra làm gì nhỉ mất uy tín,29-07-21 1:27,1
5875,Hiền Anh Lý,Ngân hàng thì tốt mà ứng dụng thì ngu như lợn. Digital otp đăng kí ko đc. Chụp hình căn cước rõ ràng thì kêu ko hợp lệ. Má nó điên.,26-11-21 18:11,1
5876,Trường Phạm,"Khi vào app bằng Wifi thì ok, nhưng vào bằng 4G thì lag. Nếu app cải tiến tốc độ xử lý thì tuyệt vời.",21-07-21 18:36,5
5877,Nguồn Sống TiVi,"Trong khoảng 1 tháng nay app đăng nhập vào ko đc. Cách ly đã khổ,không đi rút được tiền nên nhờ ship mua hộ đồ đến đứng cả nửa buổi ko vô đc app để ck trả tiền cho ng ta App quá tệ",04-08-21 12:32,1
5878,Văn Hà TV,Kết quả rất tốt,02-07-21 9:37,4
5879,Thanh Nam Le,Quá chán luôn,16-11-21 11:33,1
5880,Nguyen Anh,Tại sao khi không nó báo máy k tương thích trong khi đó vừa giao dịch ngày hôm qua. Chẳng hiểu nổi,04-04-21 18:06,1
5881,HÒA,"Ứng dụng cùi bắp, chậm chạp, giao diện xấu. Thấy quảng cáo quá trời, thua xa mấy ngân hàng khác.",18-08-21 6:43,1
5882,Biên Đào,Uhh,23-06-21 9:48,5
5883,Doãn Đạt,"Thật sự luôn ap mk đăng kí xg k tài nào vào nổi, đổi mk thì cx k đc kêu k hợp lệ j đó😥😥",16-07-21 21:13,2
5884,Văn Lộc Nguyễn,Ok,16-07-21 15:22,5
5885,Clawms,"Tệ , phần xác minh video lấy lại mk tới phần demo thì đứng luôn giờ có thẻ mà k dùng được vức",01-06-21 18:38,1
5886,loc hoaanh,TTôi chưa thấy cái app nào tệ như cái ngân hàng này quá chậm đối với tôi 1 sao cũng kkhông được,21-09-21 10:24,1
5887,Tet Huan,App lỗi chiều giờ mãi không khắc phục được làm mất bao nhiêu giao dịch,16-11-21 14:46,1
5888,Dangkhoa Vo,Cho nam sao thu truoc,05-04-21 15:08,5
5889,Đinh Ngoc,Đăng kí số giấy CMND rồi cái đung mất tiu,22-06-21 11:44,1
5890,Phước Phan,tốt,26-09-21 16:06,5
5891,Hiep Trandang,Cảm ơn các bạn đã có 1 sản phẩm tuyệt vời,08-06-21 15:11,5
5892,Phan Thư,Tốt,29-11-21 15:05,5
5893,Hải Vlogtv,Lm ăn như cái bẹn Nguyên ngày báo lỗi tới lúc chuyển tiewnf thì kewu chưa mở otp . Mở otp thì kêu lỗi sác thực,16-11-21 18:37,1
5894,A Nhà Vlog,Gút chóp,05-09-21 10:38,5
5895,Đức Ma,tốt,10-12-21 12:23,5
5896,thai giang,Đăng nhập chậm,01-10-21 6:44,1
5897,Nguyễn Hà Việt,Tốt,02-09-21 20:43,5
5898,BSA Media,Ok,21-06-21 13:02,5
5899,tran nam,"App quá chậm, gây bực mình. Cty trả lương qua NH này nên mới dùng thôi. Chứ tôi cũng cạch NH này.",05-03-21 18:25,1
5900,Nghĩa Nguyễn,Chưa cho chỗ ghi pass xong bắt đăng nhập lại,30-08-21 21:15,1
5901,Phở Cồ,Yêu cầu cập nhật app để rút tiền atm mà k có bản cập nhật. Rất bực mình,27-11-21 16:56,1
5902,Chung Nguyen Van,"App như cái c c lỗi mãi không sửa chữa xong, mất bao việc! Mẹ cha nó khách hàng chậm trả lãi vay thì nó phạt mà nó làm cho khách bị trễ giao dịch thì ai phạt nó đây?",16-11-21 18:58,3
5903,Tuandung Trinh,"Mình chưa dùng nhiều bước đầu thấy sử lý các vấn đề nhanh lẹ , thấy cũng ok tạm thời cho 4 sao",02-09-21 2:32,4
5904,Chiến Hồ,Rất thích khi có ứng dụng nay😍😍😍,22-08-21 16:16,5
5905,Mạnh Kiều Duy,"Bảo mật tốt, chuyển khoản rất nhanh, lại không mất phí. Nhân viên chăm sóc khách hàng nhiệt tình chu đáo, chỉnh chu đúng tác phong quân đội. Thanks",15-03-21 16:39,5
5906,Ha0 Pham,"Không thể mở được, lúc cần chuyển tiền thì ko vào được",29-08-21 21:23,2
5907,Thị Ngọc Liên Trần,App đọc hình ảnh kém quá. Làm lại 10 lần k xong,05-06-21 10:09,3
5908,Linh Nguyễn,Ok,12-09-21 9:24,5
5909,Cuong Tran,Ứng nhu cc đăng ký ditop thi bao chua đu điều kiện,27-03-21 21:17,1
5910,Y BOOKt,":)) nếu là ngân hàng quân đội thì làm cái app cho ra hồn, còn là lừa đảo thì coi chừng nhà nước với quân đội sờ gáy",27-06-21 21:02,1
5911,Tuấn Vũ Mussic,Áp dạo gần đây lỗi liên tục. Mở vào là cứ quay hoài. Không vào được. Xem khắc phục vấn đề này.,14-07-21 10:25,3
5912,Mừng Tống Văn,nhiều chương trình khuyến mãi và số tài khoản đẹp nhưng chuyển và nhận tiền delay quá lâu! người chuyển đã thông báo và trừ tiền trong tài khoản nhưng người nhận chưa được cộng mặc dù cũng đã có thông báo cộng tiền. đề nghị cán bộ và nhân viên ngân hàng xem xét và cải thiện gấp! còn vụ giới thiệu người dùng thì khi đã hoàn thành cả tiếng sau mới nhận được tiền!,25-09-21 21:09,3
5913,Tinh Tran,Như lonnnn má đăng ký cái nhận diện như cutt,27-10-21 21:26,1
5914,Lap Nguyễn,Tốt,22-07-21 14:04,5
5915,Vinh Nguyễn Tiến,Nhấn phím back không thoát được ứng dụng.,20-11-21 11:58,3
5916,Hoà Vuong,Ok,31-07-21 6:20,5
5917,Nhật Lê,Lỡ xóa đi tải lại h k giao dịch được.OTP thì bắt phải ra tận ngân hàng làm. V bắt ngta đk online làm gì.Phí thời gian,18-06-21 16:20,1
5918,Minh Huy Khưu,Phần đăng ký khó chịu ở chỗ điền đúng thông tin và quay nhận diện khuôn mặt r rồi chụp hình không bị mờ vs không bị mất góc vẫn không vào được,13-12-21 15:36,1
5919,Tề Gia,"Vi co ng lừa ma tải về, xóa lun , mk k thich ứng dụng này",25-08-21 17:23,1
5920,Tris Tris,App rùa vl thề. Kiếm tiền xong ko hẹn quay lại,05-08-21 17:18,1
5921,Ánh Ngọc,Có cái mã chờ từ chìu tới giờ cũng kh gửi bực mình,30-10-21 19:16,1
5922,Phuong Nguyễn,Ứng dụng lừa đảo nói đăng ký xong nhận 500k mà đeo có. Phí thời gian đăng ký. Làm ăn bán đầu dê thịt chó. Lừa đảo,30-05-21 8:10,1
5923,salie chan,Số cmnd của mình ch tạo lần nào mà cũng kh cho tạo đc:((,05-11-21 9:19,1
5924,Minh Tran Cong,"đăng kí cả buổi không được,ngay đoạn quay mặt đọc số, chẳng hiểu sao đọc to rõ ràng vẫn báo lỗi =))",01-10-21 16:33,1
5925,Fv SFO,app làm việc chán quá các app khác nó bảo trì ít lắm với lại bảo trì nhanh mong bên mình cố gắng thay đổi,16-11-21 12:55,1
5926,Phương Phạm,App rất tồi tệ đăng kí phần ghi hình khuôn mặt thì bị lỗi lo nhận diện đc 😑 Tôi khuyên mn dừng xài app này vì nó rất nhiều lỗi🙏🙏🙏,23-11-21 12:11,1
5927,Lợi Giap,Ol,28-09-21 20:51,5
5928,Nguyễn Lợi,Jjj,24-10-21 11:51,5
5929,Nghĩa Nguyễn Đức,"Ok, chuyển khoản rất nhanh",18-03-21 8:54,5
5930,Hoàng Phan Xuân,"Đăng ký tài khoản qua điện thoại để chuyển tiền online. Hỏng điện thoại thì lên phòng giao dịch mới được hỗ trợ. Trong khi dịch Covid đang bị phong tỏa. Không được hỗ trợ từ tổng đài. Không dễ dàng như các ngân hàng khác. Tôi đã chuyển qua sử dụng ngân hàng Vietcombank. Sử dụng thiết bị nào cũng chuyển được tiền online, rất thuận tiện.",09-09-21 22:45,1
5931,Rùa Music Official,App bảo giới thiệu thành công nhận tiền mà có đồng nào,12-10-21 20:16,1
5932,triệu quang vinh 4c,tot,27-03-21 13:46,3
5933,Hùng Ban,"đăng kí trực tuyến facelive 4 lần , đọc số 4 lần như 1 thằng thần kinh xong đến cuối kêu ko phải người thật , lozzzzzzmemay :))",04-11-21 21:05,1
5934,Thạch Diệu,Ứng dụng chả ra gì. Giống như ngân hàng . Đk chụp hình mà bị văng ra liên tục,16-07-21 20:06,1
5935,oanh duong,"ứng dụng quá tệ, sử dụng được vài hôm thì load yếu, không đăng nhập được, load chuyển tiền cũng không, load kiểm tra tai khoản cũng ko ... app quá chán cho 1 ngân hàng",01-03-21 13:00,1
5936,1 thế hệ Hỏng,Bắt cập nhật cứ treo hoài.sao đang ngon lành lại bị như vậy chán quá.,16-11-21 15:16,1
5937,Anh Trần,Cứ thông tin xác minh không hợp lệ?,05-10-21 10:10,1
5938,Xuyen Dinh,Ok,14-09-21 21:39,5
5939,Pham The Anh,Đòi quyền truy cập quản lý cuộc gọi làm gì? App rác ah? 1 sao,07-08-21 2:15,1
5940,duc tran huu,"Dùng 4g thì vào ko dc, xóa bản cập nhật mới nhất thì vào wifi mới dùng dc.chán thiệt",31-08-21 10:33,1
5941,tuankiet ngo,App rất ổn,08-12-21 11:58,5
5942,Cường Cao trung,Sao tôi lại không nhận được 30k khi đăng ký app xong vậy ??,10-09-21 14:17,3
5943,Hải Nguyễn,Nhập mã giới thiệu của tôi 0 9 7 2 4 4 2 2 5 4 (không cách) để nhận ngay 30k sử dụng đc luôn! Uy tín! 100% thành công.,10-05-21 21:33,5
5944,SUBIN GAMING TV,"Không hiểu ngân hàng thuê nhân viên chăm sóc khác hàng kiểu gì mà nói chuyện với khác hàng không khác gì nói chuyện vs đứa con nít. Nói chuyện thì bực nhọc, quạo quọ",01-11-21 18:47,1
5945,Lan Lê,"Ứng dụng quá tệ, tệ hơn vợ thằng đậu 1⭐",18-04-21 10:34,1
5946,Nhi Thái,Tốt,12-07-21 20:28,5
5947,Hải Phạm,Nice,11-04-21 21:53,5
5948,Hiếu Nguyễn,Tốt,22-06-21 9:04,4
5949,mạnh trần,Đối giao diện song. Không cho đang nhập.,04-10-21 21:52,1
5950,AnNa Sport,App như hạch. Ngân hàng lớn mà không làm nổi cái app cho uy tín.cứ vào là đợi loading....,03-08-21 13:46,1
5951,Long Ho,Ok,15-07-21 21:28,5
5952,Minh nguyen,"Tại sao minh giao dịch it.số tiền gian dịch cung it.sao lại báo""vượt quá giới hạn giao dịch trong tháng la sao nhỉ",21-07-21 10:30,3
5953,Duc Pham,Máy không root mà tại sao không sử dụng được?,22-06-21 7:20,1
5954,Ky Ly,"Ad ơi, sao mình không đăng kí được ạ.đọc xong toàn baod lỗi với giấy tờ khong khớp là như nào ạ. Mong ad sửa lại tính năng cho dễ đăng ký hơn ạ",30-10-21 20:08,3
5955,Trình Nông Thế,Oki lắm,05-11-21 12:54,5
5956,THÁI BÌNH Sơn,Sao mà đứa viết ứng dụng ngu như ...đòi ngày cấp cccd mà điền đúng thì nói không hợp lệ.,22-03-21 12:17,1
5957,Hiệu Nguyễn Huy,Ok,01-12-21 7:56,5
5958,Trang Võ Thị Ngọc,"Quá tệ luôn , mong cải thiện lại . đăng kí online thì lỗi đủ thứ 😢",29-10-21 13:28,1
5959,Võ Ngọc Báu,Tại sao khi bạn tôi giới thiệu tôi tải áp này về nhưng sau khi nhập mã giới thiệu đăng kí thành công rồi mà vẫn không nhận được 30k,05-06-21 17:04,4
5960,Raiyal Trần,Dk dio dk lại màdell dc. Dẹp,14-11-21 16:48,1
5961,S Lê,Tốt,01-08-21 1:01,5
5962,Ánh Vũ,Đăng kí mãi vẫn không qua được phần khuôn mặt,07-10-21 14:05,1
5963,HOÀNG HUY,Tiện lợi,14-10-21 12:12,5
5964,Hà Phạm,App dạo này dùng chán quá,04-08-21 12:10,1
5965,Văn vụ Cao,Kinh doanh thu nhập,13-11-21 9:42,5
5966,Khanh Music Strore,Ung dung qua te,01-04-21 15:23,1
5967,Cu Híts,Tuyet vờu,29-07-21 11:14,5
5968,Hoài Linh Đỗ,Lần trc đánh giá 1 sao vì chạy chậm thì xóa đánh giá của mình. Vì vậy mình trịnh trọng quay lại cho app thêm 1 sao nữa nhé,06-09-21 11:27,1
5969,Tám Ladorr,"Lỡ quên mk mà lấy lại mk trên app k thể được, hệ thống cùi bắp thực sự",21-09-21 15:00,1
5970,Nghĩa Lê Phú,Uy tín thật,09-11-21 19:14,5
5971,Khanh1306 Thân,Toi thay rat tien loi va rê su dung,17-09-21 16:24,5
5972,Lê Vương,Đắng ký xong ko đăng nhập dc quá tệ,12-04-21 17:03,1
5973,Hien Tham,"App chán vãi ra, đk đầy dủ mà cứ báo về sai thông tin, vãi cả ra. Đt hỏng mới quên mịa cái mật khẩu. Đúng nổi điên với cái app, đổi thẻ qua ngân hành khác lun quá.",13-12-21 22:58,1
5974,ƬƬ_❺丶βเη투안 ツ,Ok,13-08-21 21:14,5
5975,huong nguyên,Chưa dùng chưa biết thế nào,26-07-21 16:36,5
5976,Dat Nguyen,Mất 30 mới đổi được cái số tài khoản,10-08-21 2:32,1
5977,Hảo Trần Văn,Tốt,20-11-21 5:34,5
5978,Kiều Liên Lâm,Kém quá nói giới thiệu được tiền mà giới thiệu mấy người luôn mà có 50k,21-08-21 10:08,1
5979,Đức GTV,Good,15-09-21 13:49,5
5980,quynh nguyen,"Đã đăng kí digital otp ở điện thoại rồi mà xoá app tải lại lại bảo chưa đăng kí digital otp, muốn khoá thẻ cũng không được.",13-08-21 13:29,1
5981,Trung Nguyen,App quá tệ..khuyên mọi người không nên dùng. Xoá tải lại báo đăng nhập thiết bị khác. Không sử dụng được OTP. Bắt ra ngân hàng làm lại.. Bái bái bái. Ngân hàng như l**,24-08-21 11:21,1
5982,Best Yasuo,Bố m còn 170k trong đó đấy mở bố rút chuyển ngân hàng phát,16-11-21 13:15,1
5983,Thành Đình,Like,07-11-21 2:13,5
5984,Đặng Bình Gaming,App bị lỗi j vậy sao vô chuyển tiền không được cứ báo lỗi giao dịch chưa hoàn tất!,18-07-21 6:12,1
5985,Phuong Bui,K bit co dk tien k,18-08-21 1:51,3
5986,Trần Minh Tuấn,Ứng dụng của ngân hàng rất tốt. Xử lý nhanh. Nhân viên nhiệt tình. Chuyên nghiệp. Nhất là nhân viên chi nhánh Trà Vinh. Chuyên nghiệp + nhanh chóng.,10-11-21 10:33,5
5987,Thành Lê Khắc,Quá tệ,22-11-21 6:52,1
5988,Nam Nhật,Top 3 app ngân hàng Việt Nam dễ dùng và tiện lợi nhất hiện nay,05-09-21 13:29,5
5989,Tiến Lê xuân,Ok,16-12-21 6:45,5
5990,qd 8489,Vô cùng tệ hại,03-03-21 21:01,1
